Time,asks,bids,price
2020-04-07 00:00:00 UTC,12893258.3333333,12348385.6666667,7399.08333333333
2020-04-07 01:00:00 UTC,12609745.0,15627555.0,7388.0
2020-04-07 02:00:00 UTC,12769315.0,14339781.0,7321.75
2020-04-07 03:00:00 UTC,13657533.6666667,13076754.6666667,7288.25
2020-04-07 04:00:00 UTC,13046456.0,14071030.75,7277.0
2020-04-07 05:00:00 UTC,16005089.6666667,11824663.3333333,7282.75
2020-04-07 06:00:00 UTC,15938182.75,13493621.0,7287.875
2020-04-07 07:00:00 UTC,19166149.25,13946316.5,7355.125
2020-04-07 08:00:00 UTC,16657009.0,15434414.6666667,7347.58333333333
2020-04-07 09:00:00 UTC,18831088.0,13136747.5,7357.0
2020-04-07 10:00:00 UTC,19359170.25,13452506.75,7405.75
2020-04-07 11:00:00 UTC,18622086.75,15191585.0,7406.125
2020-04-07 12:00:00 UTC,17536964.0,13495713.25,7381.125
2020-04-07 13:00:00 UTC,16998050.5,12130929.75,7366.25
2020-04-07 14:00:00 UTC,14944587.75,16714095.75,7314.875
2020-04-07 15:00:00 UTC,16783079.75,14801090.0,7321.5
2020-04-07 16:00:00 UTC,16401087.5,14636349.5,7360.75
2020-04-07 17:00:00 UTC,15480267.6,15408484.6,7351.15
2020-04-07 18:00:00 UTC,12730716.75,15931627.75,7316.625
2020-04-07 19:00:00 UTC,11874880.25,12686783.25,7327.75
2020-04-07 20:00:00 UTC,12290449.0,10252739.5,7151.875
2020-04-07 21:00:00 UTC,14346951.0,9335572.0,7168.5
2020-04-07 22:00:00 UTC,12704428.0,10136816.0,7164.91666666667
2020-04-07 23:00:00 UTC,14732791.6,10790888.8,7180.65
2020-04-08 00:00:00 UTC,15162855.3333333,13058927.6666667,7182.91666666667
2020-04-08 01:00:00 UTC,14393403.5,12705465.5,7170.0
2020-04-08 02:00:00 UTC,15759010.5,12648923.25,7202.0
2020-04-08 03:00:00 UTC,16978989.75,14692287.0,7357.125
2020-04-08 04:00:00 UTC,13542045.3333333,19743880.3333333,7357.75
2020-04-08 05:00:00 UTC,15305008.75,17708324.75,7367.375
2020-04-08 06:00:00 UTC,13841322.25,19179281.25,7349.125
2020-04-08 07:00:00 UTC,16198897.75,13598140.0,7330.625
2020-04-08 08:00:00 UTC,15315921.25,17106958.75,7306.0
2020-04-08 09:00:00 UTC,17732877.75,15125847.5,7302.875
2020-04-08 10:00:00 UTC,17010797.0,14949406.5,7295.125
2020-04-08 11:00:00 UTC,14431472.0,16228809.3333333,7260.91666666667
2020-04-08 12:00:00 UTC,17629835.6,12926622.4,7287.45
2020-04-08 13:00:00 UTC,14351227.25,15544257.5,7259.625
2020-04-08 14:00:00 UTC,16875594.5,11061110.75,7257.75
