,Side,Size,Price
173,Sell,131,24921.5
174,Sell,1536,24720
175,Sell,2058,24645
176,Sell,131,24638
177,Sell,1536,24511
178,Sell,500,24500
179,Sell,250,24474.5
180,Sell,2058,24362
181,Sell,131,24355
182,Sell,10000,24347.5
183,Sell,1536,24302.5
184,Sell,1536,24093.5
185,Sell,2058,24078.5
186,Sell,131,24072
187,Sell,42116,24000
188,Sell,11669,23999
189,Sell,500,23910
190,Sell,1536,23884.5
191,Sell,2058,23795.5
192,Sell,131,23789
193,Sell,1536,23676
194,Sell,2058,23512.5
195,Sell,131,23505.5
196,Sell,500,23500
197,Sell,1536,23467
198,Sell,300,23400
199,Sell,1536,23258
200,Sell,2058,23229
201,Sell,131,23222.5
202,Sell,1000,23188
203,Sell,58,23058
204,Sell,1536,23049
205,Sell,500,23000
206,Sell,11142,22999
207,Sell,10000,22990.5
208,Sell,2058,22946
209,Sell,131,22939.5
210,Sell,1536,22840.5
211,Sell,58,22724
212,Sell,2058,22662.5
213,Sell,131,22656
214,Sell,1536,22631.5
215,Sell,500,22500
216,Sell,1536,22422.5
217,Sell,58,22389.5
218,Sell,2058,22379.5
219,Sell,131,22373
220,Sell,1536,22214
221,Sell,2058,22096
222,Sell,131,22090
223,Sell,58,22055.5
224,Sell,1536,22005
225,Sell,550,22000
226,Sell,261,21888
227,Sell,2058,21813
228,Sell,131,21807
229,Sell,300,21800
230,Sell,1536,21796
231,Sell,58,21721.5
232,Sell,300,21600
233,Sell,1536,21587
234,Sell,2058,21529.5
235,Sell,131,21523.5
236,Sell,1000,21488
237,Sell,300,21400
238,Sell,58,21387.5
239,Sell,1536,21378.5
240,Sell,10000,21347.5
241,Sell,777,21339
242,Sell,777,21333
243,Sell,2058,21246.5
244,Sell,131,21240.5
245,Sell,300,21200
246,Sell,1536,21169.5
247,Sell,699,21111
248,Sell,58,21053.5
249,Sell,300,21000
250,Sell,2058,20963.5
251,Sell,1536,20960.5
252,Sell,131,20957.5
253,Sell,6242,20900
254,Sell,300,20800
255,Sell,15000,20779.5
256,Sell,1536,20752
257,Sell,150,20731
258,Sell,58,20719
259,Sell,2058,20680
260,Sell,131,20674
261,Sell,300,20600
262,Sell,199,20599
263,Sell,1536,20543
264,Sell,149,20485
265,Sell,300,20400
266,Sell,199,20399
267,Sell,3057,20397
268,Sell,131,20391
269,Sell,58,20385
270,Sell,111,20376
271,Sell,15,20339.5
272,Sell,1536,20334
273,Sell,99,20300
274,Sell,147,20242.5
275,Sell,366,20200
276,Sell,333,20199
277,Sell,199,20198
278,Sell,1536,20125
279,Sell,2058,20113.5
280,Sell,131,20108
281,Sell,33,20100
282,Sell,58,20051
283,Sell,2254,20019
284,Sell,146,20002.5
285,Sell,39672,20000
286,Sell,50,19931.5
287,Sell,1536,19916.5
288,Sell,1000,19888
289,Sell,100,19876
290,Sell,518,19875
291,Sell,500,19871
292,Sell,2058,19830.5
293,Sell,131,19825
294,Sell,300,19800
295,Sell,600,19799
296,Sell,177,19797
297,Sell,111,19794
298,Sell,199,19789
299,Sell,12199,19768
300,Sell,225,19765
301,Sell,150,19763
302,Sell,58,19717
303,Sell,1536,19707.5
304,Sell,1250,19667
305,Sell,5000,19666
306,Sell,199,19643
307,Sell,2159,19600
308,Sell,2058,19547
309,Sell,131,19541.5
310,Sell,250,19535
311,Sell,144,19530.5
312,Sell,1536,19498.5
313,Sell,300,19400
314,Sell,58,19383
315,Sell,1,19364.5
316,Sell,10000,19347.5
317,Sell,143,19299
318,Sell,1536,19289.5
319,Sell,100,19274.5
320,Sell,10,19269
321,Sell,2058,19264
322,Sell,131,19258.5
323,Sell,44,19229.5
324,Sell,300,19200
325,Sell,50,19110
326,Sell,825,19106.5
327,Sell,1536,19081
328,Sell,142,19070.5
329,Sell,58,19048.5
330,Sell,50000,19003.5
331,Sell,350,19000
332,Sell,2058,18980.5
333,Sell,131,18975.5
334,Sell,825,18969
335,Sell,30000,18950
336,Sell,1000,18936.5
337,Sell,150,18888
338,Sell,200,18874.5
339,Sell,1536,18872
340,Sell,25,18866
341,Sell,141,18844
342,Sell,4000,18843
343,Sell,825,18831.5
344,Sell,300,18800
345,Sell,8000,18768
346,Sell,177,18752
347,Sell,58,18714.5
348,Sell,2058,18697.5
349,Sell,825,18694
350,Sell,131,18692
351,Sell,1536,18663
352,Sell,720,18649
353,Sell,140,18620.5
354,Sell,366,18617.5
355,Sell,300,18600
356,Sell,1000,18592.5
357,Sell,825,18556.5
358,Sell,739,18548.5
359,Sell,50000,18500
360,Sell,1536,18454.5
361,Sell,825,18419.5
362,Sell,2058,18414.5
363,Sell,131,18409
364,Sell,1000,18401
365,Sell,939,18400
366,Sell,1000,18388
367,Sell,58,18380.5
368,Sell,200,18337
369,Sell,80,18305
370,Sell,600,18300
371,Sell,825,18282
372,Sell,1536,18245.5
373,Sell,400,18200
374,Sell,137,18182
375,Sell,825,18144.5
376,Sell,2058,18131
377,Sell,131,18126
378,Sell,58,18046.5
379,Sell,1536,18036.5
380,Sell,825,18007
381,Sell,48640,18000
382,Sell,111,17988
383,Sell,354,17986
384,Sell,36,17981
385,Sell,300,17980
386,Sell,51,17976
387,Sell,155,17975
388,Sell,136,17966
389,Sell,500,17900
390,Sell,825,17869.5
391,Sell,2058,17848
392,Sell,131,17843
393,Sell,1536,17827.5
394,Sell,10300,17800
395,Sell,8000,17768
396,Sell,135,17753
397,Sell,825,17732
398,Sell,58,17712.5
399,Sell,500,17671.5
400,Sell,300,17650
401,Sell,1536,17619
402,Sell,300,17600
403,Sell,825,17595
404,Sell,2058,17564.5
405,Sell,131,17559.5
406,Sell,134,17542.5
407,Sell,67264,17500
408,Sell,825,17457.5
409,Sell,2000,17453.5
410,Sell,1000,17438.5
411,Sell,2000,17433
412,Sell,1000,17431
413,Sell,1536,17410
414,Sell,300,17400
415,Sell,261,17379
416,Sell,58,17378
417,Sell,46,17360
418,Sell,10000,17347.5
419,Sell,100,17346
420,Sell,133,17334.5
421,Sell,825,17320
422,Sell,300,17299
423,Sell,2058,17281.5
424,Sell,131,17276.5
425,Sell,259,17259
426,Sell,95,17247
427,Sell,45,17220
428,Sell,1536,17201
429,Sell,800,17200
430,Sell,825,17182.5
431,Sell,1800,17171
432,Sell,95,17161
433,Sell,258,17138
434,Sell,132,17129
435,Sell,50,17094.5
436,Sell,45,17080
437,Sell,95,17074.5
438,Sell,50,17050
439,Sell,825,17045
440,Sell,58,17044
441,Sell,256,17017
442,Sell,50858,17000
443,Sell,2058,16998
444,Sell,131,16993.5
445,Sell,1536,16992.5
446,Sell,1095,16988
447,Sell,40,16950
448,Sell,45,16940
449,Sell,131,16926
450,Sell,825,16907.5
451,Sell,95,16902
452,Sell,230,16900
453,Sell,255,16897
454,Sell,600,16888
455,Sell,20,16850
456,Sell,95,16816
457,Sell,44,16800
458,Sell,1536,16783.5
459,Sell,252,16776
460,Sell,8000,16774
461,Sell,825,16770
462,Sell,95,16730
463,Sell,130,16725
464,Sell,2058,16715
465,Sell,131,16710.5
466,Sell,58,16710
467,Sell,9000,16706
468,Sell,44,16660
469,Sell,250,16655
470,Sell,1000,16650
471,Sell,95,16643
472,Sell,825,16633
473,Sell,1536,16574.5
474,Sell,95,16557
475,Sell,2500,16545
476,Sell,249,16534
477,Sell,130,16527
478,Sell,44,16520
479,Sell,3300,16500
480,Sell,825,16495.5
481,Sell,128,16477
482,Sell,95,16471
483,Sell,2058,16432
484,Sell,131,16427
485,Sell,247,16414
486,Sell,600,16399.5
487,Sell,25000,16391
488,Sell,95,16385
489,Sell,43,16380
490,Sell,58,16376
491,Sell,1536,16365.5
492,Sell,825,16358
493,Sell,148,16340
494,Sell,129,16331
495,Sell,9000,16318
496,Sell,95,16298
497,Sell,246,16293
498,Sell,17000,16257
499,Sell,43,16240
500,Sell,825,16220.5
501,Sell,95,16212
502,Sell,9000,16193
503,Sell,243,16172
504,Sell,1536,16157
505,Sell,2058,16148.5
506,Sell,131,16144
507,Sell,128,16137.5
508,Sell,95,16126
509,Sell,42,16100
510,Sell,9000,16089.5
511,Sell,825,16083
512,Sell,241,16052
513,Sell,58,16042
514,Sell,95,16040
515,Sell,154,16032
516,Sell,7980,16000
517,Sell,5500,15998
518,Sell,100,15987.5
519,Sell,199,15979
520,Sell,42,15960
521,Sell,95,15953.5
522,Sell,176000,15950
523,Sell,1536,15948
524,Sell,127,15946
525,Sell,825,15945.5
526,Sell,500,15936.5
527,Sell,240,15931
528,Sell,500,15900
529,Sell,153,15887
530,Sell,95,15867
531,Sell,2058,15865.5
532,Sell,131,15861
533,Sell,5500,15856.5
534,Sell,30,15852.5
535,Sell,1000,15840
536,Sell,42,15820
537,Sell,238,15810
538,Sell,825,15808.5
539,Sell,10000,15800
540,Sell,100,15787.5
541,Sell,8000,15783
542,Sell,95,15781
543,Sell,2000,15769
544,Sell,126,15757
545,Sell,152,15742
546,Sell,1536,15739
547,Sell,58,15707.5
548,Sell,95,15695
549,Sell,236,15690
550,Sell,6500,15688
551,Sell,41,15680
552,Sell,825,15671
553,Sell,95,15608.5
554,Sell,100,15603
555,Sell,150,15597
556,Sell,100,15587.5
557,Sell,2058,15582
558,Sell,131,15577.5
559,Sell,125,15570
560,Sell,234,15569
561,Sell,15,15563
562,Sell,15,15561
563,Sell,7,15555
564,Sell,41,15540
565,Sell,825,15533.5
566,Sell,3996,15530.5
567,Sell,95,15522
568,Sell,1650,15520
569,Sell,5500,15513
570,Sell,1300600,15500
571,Sell,700,15471.5
572,Sell,50,15468
573,Sell,2500,15455
574,Sell,149,15452
575,Sell,400,15450.5
576,Sell,20,15450
577,Sell,232,15448
578,Sell,95,15436
579,Sell,2000,15425
580,Sell,41,15400
581,Sell,825,15396
582,Sell,5526,15393.5
583,Sell,100,15388
584,Sell,124,15385.5
585,Sell,58,15373.5
586,Sell,95,15350
587,Sell,10000,15347.5
588,Sell,231,15328
589,Sell,5500,15326
590,Sell,1536,15321.5
591,Sell,147,15307
592,Sell,5000,15303
593,Sell,2058,15299
594,Sell,90,15295.5
595,Sell,131,15294.5
596,Sell,162,15291
597,Sell,95,15264
598,Sell,40,15260
599,Sell,825,15258.5
600,Sell,200,15254
601,Sell,80,15230
602,Sell,229,15207
603,Sell,123,15203
604,Sell,100,15188
605,Sell,95,15177
606,Sell,4500,15170
607,Sell,146,15162
608,Sell,145,15137
609,Sell,825,15121
610,Sell,40,15120
611,Sell,1536,15112.5
612,Sell,95,15091
613,Sell,227,15086
614,Sell,5500,15057
615,Sell,3000,15051
616,Sell,58,15039.5
617,Sell,122,15022.5
618,Sell,1000,15021
619,Sell,145,15017
620,Sell,2058,15015.5
621,Sell,131,15011.5
622,Sell,95,15005
623,Sell,200,15000.5
624,Sell,2360063,15000
625,Sell,30000,14998.5
626,Sell,270,14990
627,Sell,100000,14989
628,Sell,100,14988
629,Sell,825,14984
630,Sell,500,14980.5
631,Sell,39,14980
632,Sell,500,14979
633,Sell,100,14978
634,Sell,500,14977
635,Sell,225,14966
636,Sell,9000,14955
637,Sell,2500,14950
638,Sell,95,14919
639,Sell,1536,14903.5
640,Sell,500,14900
641,Sell,43,14894
642,Sell,143,14872
643,Sell,35,14866
644,Sell,1000,14850.5
645,Sell,48,14850
646,Sell,825,14846.5
647,Sell,223,14845
648,Sell,121,14844.5
649,Sell,39,14840
650,Sell,95,14832
651,Sell,2000,14807.5
652,Sell,250,14800
653,Sell,8000,14793
654,Sell,100,14788
655,Sell,1000,14784
656,Sell,250,14750
657,Sell,250,14748
658,Sell,95,14746
659,Sell,2058,14732.5
660,Sell,131,14728.5
661,Sell,142,14727
662,Sell,222,14724
663,Sell,825,14709
664,Sell,58,14705.5
665,Sell,7589,14700
666,Sell,2536,14695
667,Sell,100,14674.5
668,Sell,121,14668.5
669,Sell,95,14660
670,Sell,90,14623
671,Sell,200,14606.5
672,Sell,219,14603
673,Sell,1000050,14600
674,Sell,270,14590
675,Sell,500,14589
676,Sell,100,14588
677,Sell,140,14582
678,Sell,95,14574
679,Sell,825,14571.5
680,Sell,2520,14569
681,Sell,38,14560
682,Sell,10000,14559
683,Sell,3,14529
684,Sell,9000,14526
685,Sell,15560,14500
686,Sell,120,14494.5
687,Sell,1000,14488
688,Sell,95,14487.5
689,Sell,1536,14486
690,Sell,218,14483
691,Sell,150,14474.5
692,Sell,100,14471.5
693,Sell,1000,14450.5
694,Sell,2058,14449
695,Sell,131,14445
696,Sell,139,14437
697,Sell,825,14434
698,Sell,38,14420
699,Sell,95,14401
700,Sell,1050,14400
701,Sell,100,14388
702,Sell,58,14371.5
703,Sell,216,14362
704,Sell,5000,14339
705,Sell,119,14322.5
706,Sell,95,14315
707,Sell,350,14300
708,Sell,133000,14297
709,Sell,825,14296.5
710,Sell,138,14292
711,Sell,270,14290
712,Sell,38,14280
713,Sell,1536,14277
714,Sell,250,14248
715,Sell,214,14241
716,Sell,95,14229
717,Sell,19500,14220
718,Sell,50,14200
719,Sell,100,14188
720,Sell,2058,14166
721,Sell,131,14162
722,Sell,825,14159.5
723,Sell,118,14153
724,Sell,1000,14149.5
725,Sell,136,14147
726,Sell,95,14142.5
727,Sell,37,14140
728,Sell,90,14123
729,Sell,213,14121
730,Sell,50,14100
731,Sell,10,14076.5
732,Sell,1536,14068
733,Sell,95,14056
734,Sell,58,14037
735,Sell,825,14022
736,Sell,135,14002
737,Sell,38539,14000
738,Sell,270,13990
739,Sell,100500,13989
740,Sell,200,13988
741,Sell,117,13985
742,Sell,1000,13980
743,Sell,1,13978.5
744,Sell,95,13970
745,Sell,600,13958
746,Sell,1000,13950
747,Sell,100,13947
748,Sell,300,13930
749,Sell,30502,13900
750,Sell,1000,13898.5
751,Sell,750,13889
752,Sell,825,13884.5
753,Sell,95,13884
754,Sell,2058,13883
755,Sell,131,13879
756,Sell,1536,13859.5
757,Sell,133,13857
758,Sell,1000,13850.5
759,Sell,24699,13850
760,Sell,50,13823
761,Sell,20000,13820
762,Sell,116,13819
763,Sell,5,13815
764,Sell,1000,13811.5
765,Sell,6575,13800
766,Sell,195,13798
767,Sell,250,13794.5
768,Sell,8000,13793
769,Sell,270,13790
770,Sell,100,13788
771,Sell,150,13777
772,Sell,5888,13750
773,Sell,250,13748
774,Sell,825,13747
775,Sell,2000,13730
776,Sell,2,13725
777,Sell,132,13712
778,Sell,95,13711
779,Sell,58,13703
780,Sell,7321,13700
781,Sell,10000,13695
782,Sell,4,13675.5
783,Sell,116,13655.5
784,Sell,1536,13650.5
785,Sell,330,13650
786,Sell,95,13625
787,Sell,825,13609.5
788,Sell,9986,13600
789,Sell,2058,13599.5
790,Sell,90,13598
791,Sell,2500,13597.5
792,Sell,131,13595.5
793,Sell,2,13595
794,Sell,270,13590
795,Sell,100,13588
796,Sell,5000,13580.5
797,Sell,131,13567
798,Sell,500,13549
799,Sell,95,13539
800,Sell,2112,13533
801,Sell,5000,13510
802,Sell,14110,13500
803,Sell,115,13493.5
804,Sell,1000,13487.5
805,Sell,1000,13475
806,Sell,825,13472
807,Sell,95,13453
808,Sell,1000,13450.5
809,Sell,600,13450
810,Sell,100,13444
811,Sell,1536,13441.5
812,Sell,4851,13440
813,Sell,129,13422
814,Sell,3500,13413
815,Sell,55,13400
816,Sell,270,13390
817,Sell,1100,13388
818,Sell,10000,13383.5
819,Sell,58,13369
820,Sell,95,13366
821,Sell,1000,13356.5
822,Sell,16000,13350
823,Sell,50,13343
824,Sell,825,13334.5
825,Sell,114,13333.5
826,Sell,30000,13333
827,Sell,2058,13316.5
828,Sell,131,13312.5
829,Sell,320,13300
830,Sell,1000,13282
831,Sell,112703,13281
832,Sell,95,13280
833,Sell,50,13279.5
834,Sell,128,13277
835,Sell,13274,13274.5
836,Sell,100,13269
837,Sell,250,13260.5
838,Sell,250,13250
839,Sell,1000,13241
840,Sell,1536,13233
841,Sell,75,13221
842,Sell,800,13210.5
843,Sell,1000,13200.5
844,Sell,200,13200
845,Sell,825,13197.5
846,Sell,95,13194
847,Sell,270,13190
848,Sell,100,13188
849,Sell,1000,13183
850,Sell,55,13178
851,Sell,113,13175.5
852,Sell,200,13145
853,Sell,80,13142.5
854,Sell,126,13132
855,Sell,300,13125
856,Sell,5,13124
857,Sell,50,13123.5
858,Sell,3200,13123
859,Sell,95,13108
860,Sell,470,13100
861,Sell,500,13099.5
862,Sell,15,13091
863,Sell,1000,13079
864,Sell,825,13060
865,Sell,40,13050
866,Sell,2000,13041
867,Sell,58,13035
868,Sell,2058,13033
869,Sell,131,13029.5
870,Sell,1536,13024
871,Sell,95,13021.5
872,Sell,113,13019
873,Sell,1000,13014.5
874,Sell,1500,13010
875,Sell,499450,13000
876,Sell,40,12998
877,Sell,1,12994.5
878,Sell,105000,12990.5
879,Sell,270,12990
880,Sell,50,12989.5
881,Sell,100000,12989
882,Sell,115,12988
883,Sell,125,12987
884,Sell,210,12986
885,Sell,15200,12982.5
886,Sell,533,12982
887,Sell,2590,12980
888,Sell,500,12979
889,Sell,50,12976.5
890,Sell,100,12975
891,Sell,100,12971
892,Sell,6480,12961.5
893,Sell,2000,12958
894,Sell,2000,12950.5
895,Sell,131140,12950
896,Sell,1281,12939
897,Sell,500,12936.5
898,Sell,200,12935.5
899,Sell,95,12935
900,Sell,70,12930
901,Sell,500,12927.5
902,Sell,825,12922.5
903,Sell,10000,12915.5
904,Sell,150,12905.5
905,Sell,790,12903
906,Sell,760,12900
907,Sell,14000,12891
908,Sell,115,12890
909,Sell,6000,12879.5
910,Sell,112,12864.5
911,Sell,300,12864
912,Sell,40,12850
913,Sell,95,12849
914,Sell,150,12846
915,Sell,124,12842
916,Sell,2500,12839.5
917,Sell,8000,12822
918,Sell,1536,12815
919,Sell,500,12804.5
920,Sell,300,12801
921,Sell,110,12800
922,Sell,200,12799
923,Sell,1020,12790
924,Sell,100,12788
925,Sell,825,12785
926,Sell,100,12777
927,Sell,1300,12775.5
928,Sell,1000,12774
929,Sell,95,12763
930,Sell,50,12762
931,Sell,2000,12750.5
932,Sell,2098,12750
933,Sell,250,12748
934,Sell,131,12746.5
935,Sell,2500,12743
936,Sell,34444,12733.5
937,Sell,1000,12730
938,Sell,111,12712
939,Sell,58,12701
940,Sell,210,12700
941,Sell,122,12697
942,Sell,5270,12690
943,Sell,10300,12678
944,Sell,95,12676.5
945,Sell,78455,12650
946,Sell,825,12647.5
947,Sell,1536,12606
948,Sell,500,12604.5
949,Sell,2410,12600
950,Sell,95,12590
951,Sell,100,12588
952,Sell,1000,12582
953,Sell,300,12580
954,Sell,10,12563
955,Sell,110,12561.5
956,Sell,200,12557.5
957,Sell,121,12552
958,Sell,40,12550
959,Sell,1056,12533
960,Sell,300,12514.5
961,Sell,825,12510
962,Sell,95,12504
963,Sell,5000,12500.5
964,Sell,551446,12500
965,Sell,3000,12493
966,Sell,270,12490
967,Sell,1000,12488
968,Sell,64,12474
969,Sell,2058,12466.5
970,Sell,131,12463
971,Sell,2000,12458
972,Sell,50,12453
973,Sell,50,12452
974,Sell,2200,12450.5
975,Sell,10540,12450
976,Sell,485,12445
977,Sell,5000,12442
978,Sell,1322,12425.5
979,Sell,1000000,12423
980,Sell,95,12418
981,Sell,110,12412.5
982,Sell,119,12407
983,Sell,500,12404.5
984,Sell,30590,12400
985,Sell,1536,12397.5
986,Sell,8671,12394
987,Sell,100,12388
988,Sell,4271,12380
989,Sell,1000,12376.5
990,Sell,825,12373
991,Sell,2058,12366.5
992,Sell,2790,12350
993,Sell,300,12339
994,Sell,34444,12333.5
995,Sell,95,12332
996,Sell,12300,12330
997,Sell,156,12322
998,Sell,2000,12321.5
999,Sell,500,12314
1000,Sell,11000,12313
1001,Sell,20,12312
1002,Sell,10000,12311
1003,Sell,50,12308
1004,Sell,1000,12306
1005,Sell,118810,12300
1006,Sell,1000,12299
1007,Sell,270,12290
1008,Sell,5000,12280.5
1009,Sell,100,12280
1010,Sell,1000,12274
1011,Sell,300,12271
1012,Sell,6600,12270
1013,Sell,10000,12269
1014,Sell,109,12265.5
1015,Sell,118,12262
1016,Sell,100,12255
1017,Sell,200,12254
1018,Sell,20040,12250
1019,Sell,250,12248
1020,Sell,95,12245
1021,Sell,825,12235.5
1022,Sell,100,12230
1023,Sell,4040,12222
1024,Sell,2000,12221.5
1025,Sell,50,12219
1026,Sell,2500,12218
1027,Sell,300,12216.5
1028,Sell,800,12208
1029,Sell,100,12205
1030,Sell,821975,12200
1031,Sell,200,12198.5
1032,Sell,1000,12197
1033,Sell,1536,12188.5
1034,Sell,100,12188
1035,Sell,25000,12187.5
1036,Sell,200,12187
1037,Sell,2058,12183.5
1038,Sell,250,12182
1039,Sell,231,12180
1040,Sell,35,12174.5
1041,Sell,95,12159
1042,Sell,100,12157
1043,Sell,33373,12150
1044,Sell,1000,12131.5
1045,Sell,90,12123
1046,Sell,2000,12122
1047,Sell,3000,12120.5
1048,Sell,108,12120
1049,Sell,10,12119
1050,Sell,117,12117
1051,Sell,1500,12108.5
1052,Sell,5500,12107
1053,Sell,254253,12100
1054,Sell,825,12098
1055,Sell,500,12077
1056,Sell,95,12073
1057,Sell,490,12060
1058,Sell,144,12057
1059,Sell,197,12054
1060,Sell,2731,12053.5
1061,Sell,30,12050
1062,Sell,500,12049
1063,Sell,5000,12048
1064,Sell,1000,12044
1065,Sell,58,12032.5
1066,Sell,12000,12030
1067,Sell,3000,12027.5
1068,Sell,2000,12022
1069,Sell,20000,12016.5
1070,Sell,50,12015
1071,Sell,144,12014
1072,Sell,10100,12010
1073,Sell,196,12008
1074,Sell,3100,12005
1075,Sell,1000,12002.5
1076,Sell,7680,12001
1077,Sell,500,12000.5
1078,Sell,136876,12000
1079,Sell,50,11999
1080,Sell,500,11998.5
1081,Sell,50,11996.5
1082,Sell,131,11990.5
1083,Sell,440,11990
1084,Sell,100000,11989
1085,Sell,100,11988
1086,Sell,445,11987
1087,Sell,50000,11980
1088,Sell,1536,11979.5
1089,Sell,90,11978
1090,Sell,4300,11977
1091,Sell,108,11976
1092,Sell,150,11975
1093,Sell,35,11974.5
1094,Sell,30,11973
1095,Sell,115,11972
1096,Sell,45,11971
1097,Sell,98,11970
1098,Sell,500,11969
1099,Sell,50,11968
1100,Sell,196,11962
1101,Sell,825,11960.5
1102,Sell,1000,11959.5
1103,Sell,2000,11958
1104,Sell,50,11956
1105,Sell,50,11951.5
1106,Sell,2000,11950.5
1107,Sell,1275,11950
1108,Sell,10000,11949
1109,Sell,50,11947
1110,Sell,100,11946
1111,Sell,2000,11936
1112,Sell,50,11935
1113,Sell,200,11929
1114,Sell,45,11928
1115,Sell,98,11927
1116,Sell,4000,11922
1117,Sell,50,11921
1118,Sell,4000,11920
1119,Sell,195,11916
1120,Sell,500,11915
1121,Sell,2000,11913.5
1122,Sell,666,11911
1123,Sell,500,11909
1124,Sell,500,11907
1125,Sell,3500,11906
1126,Sell,5250,11904
1127,Sell,7373,11900
1128,Sell,21000,11899
1129,Sell,131,11897
1130,Sell,270,11890
1131,Sell,50,11889
1132,Sell,10400,11888
1133,Sell,45,11885
1134,Sell,98,11884
1135,Sell,1000,11879
1136,Sell,50,11875
1137,Sell,1000,11874
1138,Sell,200,11870.5
1139,Sell,60000,11870
1140,Sell,194,11869
1141,Sell,1,11865.5
1142,Sell,10000,11864.5
1143,Sell,50,11863
1144,Sell,5183,11862
1145,Sell,50,11854
1146,Sell,4030,11850
1147,Sell,1100,11844
1148,Sell,5000,11843.5
1149,Sell,1045,11842
1150,Sell,10097,11841
1151,Sell,20000,11840
1152,Sell,107,11834
1153,Sell,24,11830
1154,Sell,114,11827
1155,Sell,1018,11823
1156,Sell,2000,11822
1157,Sell,8167,11821
