,Side,Size,Price
173,Sell,1536,25138
174,Sell,25830,25000
175,Sell,1536,24929
176,Sell,2058,24928.5
177,Sell,131,24921.5
178,Sell,1536,24720
179,Sell,2058,24645
180,Sell,131,24638
181,Sell,1536,24511
182,Sell,500,24500
183,Sell,250,24474.5
184,Sell,2058,24362
185,Sell,131,24355
186,Sell,10000,24347.5
187,Sell,1536,24302.5
188,Sell,1536,24093.5
189,Sell,2058,24078.5
190,Sell,131,24072
191,Sell,500,24000
192,Sell,11669,23999
193,Sell,500,23910
194,Sell,1536,23884.5
195,Sell,2058,23795.5
196,Sell,131,23789
197,Sell,1536,23676
198,Sell,2058,23512.5
199,Sell,131,23505.5
200,Sell,500,23500
201,Sell,1536,23467
202,Sell,300,23400
203,Sell,1536,23258
204,Sell,2058,23229
205,Sell,131,23222.5
206,Sell,1000,23188
207,Sell,1536,23049
208,Sell,57,23023.5
209,Sell,500,23000
210,Sell,11142,22999
211,Sell,10000,22990.5
212,Sell,2058,22946
213,Sell,131,22939.5
214,Sell,1536,22840.5
215,Sell,57,22690
216,Sell,2058,22662.5
217,Sell,131,22656
218,Sell,1536,22631.5
219,Sell,500,22500
220,Sell,1536,22422.5
221,Sell,2058,22379.5
222,Sell,131,22373
223,Sell,1500,22363
224,Sell,57,22356
225,Sell,1536,22214
226,Sell,2058,22096
227,Sell,131,22090
228,Sell,57,22022.5
229,Sell,1536,22005
230,Sell,550,22000
231,Sell,261,21888
232,Sell,2058,21813
233,Sell,131,21807
234,Sell,300,21800
235,Sell,1536,21796
236,Sell,57,21689
237,Sell,300,21600
238,Sell,1536,21587
239,Sell,2058,21529.5
240,Sell,131,21523.5
241,Sell,1000,21488
242,Sell,300,21400
243,Sell,1536,21378.5
244,Sell,57,21355.5
245,Sell,10000,21347.5
246,Sell,777,21339
247,Sell,777,21333
248,Sell,2058,21246.5
249,Sell,131,21240.5
250,Sell,300,21200
251,Sell,1536,21169.5
252,Sell,699,21111
253,Sell,57,21022
254,Sell,300,21000
255,Sell,2058,20963.5
256,Sell,1536,20960.5
257,Sell,131,20957.5
258,Sell,6242,20900
259,Sell,300,20800
260,Sell,15000,20779.5
261,Sell,1536,20752
262,Sell,150,20731
263,Sell,57,20688
264,Sell,2058,20680
265,Sell,131,20674
266,Sell,300,20600
267,Sell,199,20599
268,Sell,1536,20543
269,Sell,149,20485
270,Sell,300,20400
271,Sell,199,20399
272,Sell,3057,20397
273,Sell,131,20391
274,Sell,111,20376
275,Sell,57,20354.5
276,Sell,15,20339.5
277,Sell,1536,20334
278,Sell,99,20300
279,Sell,147,20242.5
280,Sell,366,20200
281,Sell,333,20199
282,Sell,199,20198
283,Sell,1536,20125
284,Sell,2058,20113.5
285,Sell,131,20108
286,Sell,33,20100
287,Sell,57,20021
288,Sell,392,20019
289,Sell,146,20002.5
290,Sell,39672,20000
291,Sell,50,19931.5
292,Sell,1536,19916.5
293,Sell,1000,19888
294,Sell,100,19876
295,Sell,518,19875
296,Sell,500,19871
297,Sell,2058,19830.5
298,Sell,131,19825
299,Sell,300,19800
300,Sell,600,19799
301,Sell,177,19797
302,Sell,111,19794
303,Sell,199,19789
304,Sell,12199,19768
305,Sell,225,19765
306,Sell,150,19763
307,Sell,1536,19707.5
308,Sell,57,19687.5
309,Sell,1250,19667
310,Sell,5000,19666
311,Sell,199,19643
312,Sell,2159,19600
313,Sell,2058,19547
314,Sell,131,19541.5
315,Sell,250,19535
316,Sell,144,19530.5
317,Sell,1536,19498.5
318,Sell,300,19400
319,Sell,1,19364.5
320,Sell,57,19354
321,Sell,10000,19347.5
322,Sell,143,19299
323,Sell,1536,19289.5
324,Sell,100,19274.5
325,Sell,10,19269
326,Sell,2058,19264
327,Sell,131,19258.5
328,Sell,80,19250.5
329,Sell,44,19229.5
330,Sell,300,19200
331,Sell,50,19110
332,Sell,825,19106.5
333,Sell,1536,19081
334,Sell,142,19070.5
335,Sell,57,19020
336,Sell,50000,19003.5
337,Sell,350,19000
338,Sell,2058,18980.5
339,Sell,131,18975.5
340,Sell,825,18969
341,Sell,30000,18950
342,Sell,1000,18936.5
343,Sell,150,18888
344,Sell,200,18874.5
345,Sell,1536,18872
346,Sell,25,18866
347,Sell,141,18844
348,Sell,4000,18843
349,Sell,825,18831.5
350,Sell,300,18800
351,Sell,8000,18768
352,Sell,177,18752
353,Sell,2058,18697.5
354,Sell,825,18694
355,Sell,131,18692
356,Sell,57,18686.5
357,Sell,1536,18663
358,Sell,720,18649
359,Sell,140,18620.5
360,Sell,366,18617.5
361,Sell,300,18600
362,Sell,825,18556.5
363,Sell,739,18548.5
364,Sell,50000,18500
365,Sell,1536,18454.5
366,Sell,825,18419.5
367,Sell,2058,18414.5
368,Sell,131,18409
369,Sell,1000,18401
370,Sell,2439,18400
371,Sell,1000,18388
372,Sell,57,18353
373,Sell,200,18337
374,Sell,80,18305
375,Sell,600,18300
376,Sell,825,18282
377,Sell,1536,18245.5
378,Sell,400,18200
379,Sell,137,18182
380,Sell,825,18144.5
381,Sell,2058,18131
382,Sell,131,18126
383,Sell,1536,18036.5
384,Sell,57,18019.5
385,Sell,825,18007
386,Sell,48640,18000
387,Sell,111,17988
388,Sell,354,17986
389,Sell,36,17981
390,Sell,300,17980
391,Sell,51,17976
392,Sell,155,17975
393,Sell,136,17966
394,Sell,500,17900
395,Sell,825,17869.5
396,Sell,2058,17848
397,Sell,131,17843
398,Sell,1536,17827.5
399,Sell,10300,17800
400,Sell,8000,17768
401,Sell,135,17753
402,Sell,825,17732
403,Sell,57,17686
404,Sell,500,17671.5
405,Sell,300,17650
406,Sell,1536,17619
407,Sell,300,17600
408,Sell,825,17595
409,Sell,2058,17564.5
410,Sell,131,17559.5
411,Sell,134,17542.5
412,Sell,67310,17500
413,Sell,825,17457.5
414,Sell,2000,17453.5
415,Sell,1000,17438.5
416,Sell,2000,17433
417,Sell,1000,17431
418,Sell,1536,17410
419,Sell,300,17400
420,Sell,261,17379
421,Sell,46,17360
422,Sell,150,17353
423,Sell,57,17352
424,Sell,10000,17347.5
425,Sell,100,17346
426,Sell,133,17334.5
427,Sell,825,17320
428,Sell,300,17299
429,Sell,2058,17281.5
430,Sell,131,17276.5
431,Sell,259,17259
432,Sell,95,17247
433,Sell,45,17220
434,Sell,1536,17201
435,Sell,800,17200
436,Sell,825,17182.5
437,Sell,95,17161
438,Sell,258,17138
439,Sell,132,17129
440,Sell,50,17094.5
441,Sell,45,17080
442,Sell,95,17074.5
443,Sell,50,17050
444,Sell,825,17045
445,Sell,57,17018.5
446,Sell,256,17017
447,Sell,50858,17000
448,Sell,2058,16998
449,Sell,131,16993.5
450,Sell,1536,16992.5
451,Sell,1095,16988
452,Sell,290,16950
453,Sell,45,16940
454,Sell,131,16926
455,Sell,825,16907.5
456,Sell,95,16902
457,Sell,230,16900
458,Sell,255,16897
459,Sell,600,16888
460,Sell,20,16850
461,Sell,95,16816
462,Sell,44,16800
463,Sell,1536,16783.5
464,Sell,252,16776
465,Sell,8000,16774
466,Sell,825,16770
467,Sell,95,16730
468,Sell,130,16725
469,Sell,2058,16715
470,Sell,131,16710.5
471,Sell,9000,16706
472,Sell,57,16685
473,Sell,44,16660
474,Sell,250,16655
475,Sell,1000,16650
476,Sell,95,16643
477,Sell,825,16633
478,Sell,1536,16574.5
479,Sell,95,16557
480,Sell,2500,16545
481,Sell,249,16534
482,Sell,130,16527
483,Sell,44,16520
484,Sell,3300,16500
485,Sell,825,16495.5
486,Sell,128,16477
487,Sell,95,16471
488,Sell,250,16450
489,Sell,2058,16432
490,Sell,131,16427
491,Sell,247,16414
492,Sell,2000,16400
493,Sell,600,16399.5
494,Sell,25000,16391
495,Sell,95,16385
496,Sell,43,16380
497,Sell,1536,16365.5
498,Sell,825,16358
499,Sell,57,16351.5
500,Sell,148,16340
501,Sell,129,16331
502,Sell,9000,16318
503,Sell,95,16298
504,Sell,246,16293
505,Sell,17000,16257
506,Sell,43,16240
507,Sell,825,16220.5
508,Sell,95,16212
509,Sell,9000,16193
510,Sell,243,16172
511,Sell,1536,16157
512,Sell,2058,16148.5
513,Sell,131,16144
514,Sell,128,16137.5
515,Sell,95,16126
516,Sell,42,16100
517,Sell,9000,16089.5
518,Sell,825,16083
519,Sell,241,16052
520,Sell,95,16040
521,Sell,57,16018
522,Sell,154,16015.5
523,Sell,7980,16000
524,Sell,5500,15998
525,Sell,199,15979
526,Sell,42,15960
527,Sell,95,15953.5
528,Sell,176250,15950
529,Sell,1536,15948
530,Sell,127,15946
531,Sell,825,15945.5
532,Sell,500,15936.5
533,Sell,240,15931
534,Sell,500,15900
535,Sell,153,15870.5
536,Sell,95,15867
537,Sell,2058,15865.5
538,Sell,131,15861
539,Sell,5500,15856.5
540,Sell,30,15852.5
541,Sell,1000,15840
542,Sell,42,15820
543,Sell,238,15810
544,Sell,825,15808.5
545,Sell,10000,15800
546,Sell,8000,15783
547,Sell,95,15781
548,Sell,2000,15769
549,Sell,126,15757
550,Sell,1536,15739
551,Sell,152,15725.5
552,Sell,95,15695
553,Sell,236,15690
554,Sell,6500,15688
555,Sell,57,15684
556,Sell,41,15680
557,Sell,825,15671
558,Sell,95,15608.5
559,Sell,100,15603
560,Sell,2058,15582
561,Sell,150,15580.5
562,Sell,131,15577.5
563,Sell,125,15570
564,Sell,234,15569
565,Sell,15,15563
566,Sell,15,15561
567,Sell,7,15555
568,Sell,41,15540
569,Sell,825,15533.5
570,Sell,3996,15530.5
571,Sell,95,15522
572,Sell,1650,15520
573,Sell,5500,15513
574,Sell,1300600,15500
575,Sell,50,15468
576,Sell,270,15450
577,Sell,232,15448
578,Sell,95,15436
579,Sell,149,15435.5
580,Sell,41,15400
581,Sell,825,15396
582,Sell,5526,15393.5
583,Sell,124,15385.5
584,Sell,57,15350.5
585,Sell,95,15350
586,Sell,10000,15347.5
587,Sell,231,15328
588,Sell,5500,15326
589,Sell,1536,15321.5
590,Sell,5000,15303
591,Sell,2058,15299
592,Sell,90,15295.5
593,Sell,131,15294.5
594,Sell,162,15291
595,Sell,147,15290.5
596,Sell,95,15264
597,Sell,40,15260
598,Sell,825,15258.5
599,Sell,80,15230
600,Sell,229,15207
601,Sell,123,15203
602,Sell,95,15177
603,Sell,4500,15170
604,Sell,146,15145.5
605,Sell,145,15137
606,Sell,900,15127
607,Sell,825,15121
608,Sell,40,15120
609,Sell,1536,15112.5
610,Sell,95,15091
611,Sell,227,15086
612,Sell,5500,15057
613,Sell,3000,15051
614,Sell,122,15022.5
615,Sell,1000,15021
616,Sell,57,15017
617,Sell,2058,15015.5
618,Sell,131,15011.5
619,Sell,95,15005
620,Sell,345,15000.5
621,Sell,2559633,15000
622,Sell,30000,14998.5
623,Sell,270,14990
624,Sell,100000,14989
625,Sell,1,14986
626,Sell,825,14984
627,Sell,39,14980
628,Sell,500,14979
629,Sell,100,14978
630,Sell,500,14977
631,Sell,225,14966
632,Sell,9000,14955
633,Sell,1750,14950
634,Sell,95,14919
635,Sell,1536,14903.5
636,Sell,500,14900
637,Sell,43,14894
638,Sell,35,14866
639,Sell,143,14855.5
640,Sell,1000,14850.5
641,Sell,48,14850
642,Sell,825,14846.5
643,Sell,223,14845
644,Sell,121,14844.5
645,Sell,39,14840
646,Sell,95,14832
647,Sell,2000,14807.5
648,Sell,250,14800
649,Sell,8000,14793
650,Sell,1000,14784
651,Sell,250,14750
652,Sell,250,14748
653,Sell,95,14746
654,Sell,2058,14732.5
655,Sell,131,14728.5
656,Sell,222,14724
657,Sell,142,14710.5
658,Sell,825,14709
659,Sell,70589,14700
660,Sell,1536,14695
661,Sell,57,14683.5
662,Sell,100,14674.5
663,Sell,121,14668.5
664,Sell,95,14660
665,Sell,90,14623
666,Sell,219,14603
667,Sell,1000050,14600
668,Sell,270,14590
669,Sell,500,14589
670,Sell,95,14574
671,Sell,825,14571.5
672,Sell,2520,14569
673,Sell,140,14565.5
674,Sell,38,14560
675,Sell,10000,14559
676,Sell,3,14529
677,Sell,9000,14526
678,Sell,15560,14500
679,Sell,120,14494.5
680,Sell,1000,14488
681,Sell,95,14487.5
682,Sell,1536,14486
683,Sell,218,14483
684,Sell,150,14474.5
685,Sell,100,14471.5
686,Sell,1000,14450.5
687,Sell,250,14450
688,Sell,2058,14449
689,Sell,131,14445
690,Sell,825,14434
691,Sell,139,14420.5
692,Sell,38,14420
693,Sell,95,14401
694,Sell,1050,14400
695,Sell,216,14362
696,Sell,57,14350
697,Sell,40000,14347
698,Sell,5000,14339
699,Sell,119,14322.5
700,Sell,95,14315
701,Sell,350,14300
702,Sell,133000,14297
703,Sell,825,14296.5
704,Sell,270,14290
705,Sell,38,14280
706,Sell,1536,14277
707,Sell,137,14275.5
708,Sell,250,14248
709,Sell,214,14241
710,Sell,95,14229
711,Sell,1016,14223
712,Sell,19500,14220
713,Sell,50,14200
714,Sell,2058,14166
715,Sell,131,14162
716,Sell,825,14159.5
717,Sell,118,14153
718,Sell,1000,14149.5
719,Sell,95,14142.5
720,Sell,37,14140
721,Sell,136,14130.5
722,Sell,90,14123
723,Sell,213,14121
724,Sell,50,14100
725,Sell,10,14076.5
726,Sell,1536,14068
727,Sell,95,14056
728,Sell,825,14022
729,Sell,57,14016
730,Sell,45539,14000
731,Sell,5000,13999
732,Sell,270,13990
733,Sell,100500,13989
734,Sell,200,13988
735,Sell,135,13985.5
736,Sell,117,13985
737,Sell,3400,13980
738,Sell,5000,13979.5
739,Sell,95,13970
740,Sell,600,13958
741,Sell,250,13950
742,Sell,100,13947
743,Sell,300,13930
744,Sell,31082,13900
745,Sell,1000,13898.5
746,Sell,750,13889
747,Sell,825,13884.5
748,Sell,95,13884
749,Sell,2058,13883
750,Sell,131,13879
751,Sell,1536,13859.5
752,Sell,1000,13850.5
753,Sell,24699,13850
754,Sell,150,13848
755,Sell,133,13840.5
756,Sell,50,13823
757,Sell,116,13819
758,Sell,5,13815
759,Sell,1000,13811.5
760,Sell,7575,13800
761,Sell,195,13798
762,Sell,8000,13793
763,Sell,270,13790
764,Sell,100,13788
765,Sell,150,13777
766,Sell,5888,13750
767,Sell,250,13748
768,Sell,825,13747
769,Sell,2000,13730
770,Sell,2,13725
771,Sell,95,13711
772,Sell,5321,13700
773,Sell,132,13695.5
774,Sell,9000,13695
775,Sell,57,13682.5
776,Sell,4,13675.5
777,Sell,116,13655.5
778,Sell,1536,13650.5
779,Sell,330,13650
780,Sell,95,13625
781,Sell,825,13609.5
782,Sell,10236,13600
783,Sell,2058,13599.5
784,Sell,90,13598
785,Sell,2500,13597.5
786,Sell,131,13595.5
787,Sell,2,13595
788,Sell,270,13590
789,Sell,100,13588
790,Sell,5000,13580.5
791,Sell,130,13550.5
792,Sell,250,13550
793,Sell,500,13549
794,Sell,95,13539
795,Sell,2112,13533
796,Sell,14110,13500
797,Sell,115,13493.5
798,Sell,1000,13487.5
799,Sell,1000,13475
800,Sell,825,13472
801,Sell,95,13453
802,Sell,1000,13450.5
803,Sell,850,13450
804,Sell,100,13444
805,Sell,1536,13441.5
806,Sell,4851,13440
807,Sell,3500,13413
808,Sell,129,13405.5
809,Sell,55,13400
810,Sell,270,13390
811,Sell,1100,13388
812,Sell,95,13366
813,Sell,1000,13356.5
814,Sell,16000,13350
815,Sell,57,13349
816,Sell,50,13343
817,Sell,825,13334.5
818,Sell,114,13333.5
819,Sell,2058,13316.5
820,Sell,131,13312.5
821,Sell,320,13300
822,Sell,1000,13282
823,Sell,95,13280
824,Sell,50,13279.5
825,Sell,13274,13274.5
826,Sell,113303,13272
827,Sell,100,13269
828,Sell,378,13260.5
829,Sell,250,13250
830,Sell,1000,13241
831,Sell,1536,13233
832,Sell,75,13221
833,Sell,3000,13220
834,Sell,800,13210.5
835,Sell,60200,13200
836,Sell,825,13197.5
837,Sell,95,13194
838,Sell,270,13190
839,Sell,100,13188
840,Sell,1000,13183
841,Sell,112503,13180.5
842,Sell,55,13178
843,Sell,113,13175.5
844,Sell,5,13171
845,Sell,200,13145
846,Sell,80,13142.5
847,Sell,300,13125
848,Sell,50,13123.5
849,Sell,3200,13123
850,Sell,126,13115.5
851,Sell,95,13108
852,Sell,470,13100
853,Sell,500,13099.5
854,Sell,15,13091
855,Sell,1000,13079
856,Sell,9148,13078
857,Sell,9146,13074.5
858,Sell,825,13060
859,Sell,40,13050
860,Sell,2000,13041
861,Sell,2058,13033
862,Sell,131,13029.5
863,Sell,1536,13024
864,Sell,95,13021.5
865,Sell,113,13019
866,Sell,57,13015.5
867,Sell,1000,13014.5
868,Sell,1500,13010
869,Sell,434660,13000
870,Sell,40,12998
871,Sell,105000,12990.5
872,Sell,270,12990
873,Sell,50,12989.5
874,Sell,100000,12989
875,Sell,115,12988
876,Sell,210,12986
877,Sell,15200,12982.5
878,Sell,533,12982
879,Sell,2590,12980
880,Sell,500,12979
881,Sell,100,12975
882,Sell,100,12971
883,Sell,125,12970.5
884,Sell,50,12965
885,Sell,6480,12961.5
886,Sell,90,12960
887,Sell,2000,12958
888,Sell,2000,12950.5
889,Sell,130390,12950
890,Sell,1281,12939
891,Sell,500,12936.5
892,Sell,200,12935.5
893,Sell,95,12935
894,Sell,70,12930
895,Sell,500,12927.5
896,Sell,825,12922.5
897,Sell,150,12905.5
898,Sell,790,12903
899,Sell,760,12900
900,Sell,14000,12891
901,Sell,115,12890
902,Sell,6000,12879.5
903,Sell,112,12864.5
904,Sell,300,12864
905,Sell,40,12850
906,Sell,95,12849
907,Sell,150,12846
908,Sell,2500,12839.5
909,Sell,123,12825.5
910,Sell,8000,12822
911,Sell,1536,12815
912,Sell,500,12804.5
913,Sell,300,12801
914,Sell,1910,12800
915,Sell,200,12799
916,Sell,1020,12790
917,Sell,100,12788
918,Sell,825,12785
919,Sell,2051,12777
920,Sell,1000,12774
921,Sell,95,12763
922,Sell,50,12762
923,Sell,2000,12750.5
924,Sell,2098,12750
925,Sell,250,12748
926,Sell,131,12746.5
927,Sell,2500,12743
928,Sell,34444,12733.5
929,Sell,1000,12730
930,Sell,1000,12716
931,Sell,111,12712
932,Sell,210,12700
933,Sell,5270,12690
934,Sell,57,12682
935,Sell,122,12680.5
936,Sell,300,12678
937,Sell,95,12676.5
938,Sell,58455,12650
939,Sell,825,12647.5
940,Sell,50,12642
941,Sell,1536,12606
942,Sell,500,12604.5
943,Sell,2410,12600
944,Sell,95,12590
945,Sell,100,12588
946,Sell,1000,12582
947,Sell,20300,12580
948,Sell,10,12563
949,Sell,110,12561.5
950,Sell,40,12550
951,Sell,121,12535.5
952,Sell,1056,12533
953,Sell,300,12514.5
954,Sell,200,12511.5
955,Sell,825,12510
956,Sell,95,12504
957,Sell,5000,12500.5
958,Sell,551811,12500
959,Sell,3000,12493
960,Sell,270,12490
961,Sell,1000,12488
962,Sell,64,12474
963,Sell,2058,12466.5
964,Sell,131,12463
965,Sell,2000,12458
966,Sell,50,12453
967,Sell,50,12452
968,Sell,2200,12450.5
969,Sell,10790,12450
970,Sell,100,12447.5
971,Sell,485,12445
972,Sell,5000,12442
973,Sell,1322,12425.5
974,Sell,1000000,12423
975,Sell,95,12418
976,Sell,110,12412.5
977,Sell,500,12404.5
978,Sell,25590,12400
979,Sell,1536,12397.5
980,Sell,119,12390.5
981,Sell,100,12388
982,Sell,4271,12380
983,Sell,1000,12376.5
984,Sell,825,12373
985,Sell,2000,12366.5
986,Sell,2790,12350
987,Sell,57,12348
988,Sell,100,12340
989,Sell,300,12339
990,Sell,34444,12333.5
991,Sell,95,12332
992,Sell,12300,12330
993,Sell,1000,12329
994,Sell,156,12322
995,Sell,2000,12321.5
996,Sell,500,12314
997,Sell,11000,12313
998,Sell,20,12312
999,Sell,50,12308
1000,Sell,10000,12307
1001,Sell,100,12305.5
1002,Sell,126060,12300
1003,Sell,1000,12299
1004,Sell,270,12290
1005,Sell,5000,12280.5
1006,Sell,100,12280
1007,Sell,1000,12274
1008,Sell,300,12271
1009,Sell,6600,12270
1010,Sell,10000,12269
1011,Sell,109,12265.5
1012,Sell,100,12255
1013,Sell,20040,12250
1014,Sell,250,12248
1015,Sell,118,12245.5
1016,Sell,95,12245
1017,Sell,825,12235.5
1018,Sell,100,12230
1019,Sell,4040,12222
1020,Sell,2000,12221.5
1021,Sell,50,12219
1022,Sell,2500,12218
1023,Sell,300,12216.5
1024,Sell,3000,12213
1025,Sell,7,12209.5
1026,Sell,800,12208
1027,Sell,100,12205
1028,Sell,1111975,12200
1029,Sell,200,12198.5
1030,Sell,1000,12197
1031,Sell,1536,12188.5
1032,Sell,100,12188
1033,Sell,25000,12187.5
1034,Sell,200,12187
1035,Sell,2058,12183.5
1036,Sell,250,12182
1037,Sell,231,12180
1038,Sell,35,12174.5
1039,Sell,20000,12170
1040,Sell,95,12159
1041,Sell,100,12157
1042,Sell,33373,12150
1043,Sell,1000,12131.5
1044,Sell,90,12123
1045,Sell,2000,12122
1046,Sell,3000,12120.5
1047,Sell,108,12120
1048,Sell,10,12119
1049,Sell,20000,12110
1050,Sell,1500,12108.5
1051,Sell,5500,12107.5
1052,Sell,116,12100.5
1053,Sell,254834,12100
1054,Sell,825,12098
1055,Sell,100,12089
1056,Sell,100,12083.5
1057,Sell,95,12073
1058,Sell,490,12060
1059,Sell,59,12059
1060,Sell,129,12058
1061,Sell,235,12056
1062,Sell,2730,12053.5
1063,Sell,30,12050
1064,Sell,1000,12044
1065,Sell,12000,12030
1066,Sell,2000,12022
1067,Sell,58,12018
1068,Sell,20000,12016.5
1069,Sell,128,12016
1070,Sell,1000,12015
1071,Sell,57,12014.5
1072,Sell,234,12011
1073,Sell,100,12010
1074,Sell,3100,12005
1075,Sell,1000,12002.5
1076,Sell,7680,12001
1077,Sell,4060,12000.5
1078,Sell,271543,12000
1079,Sell,50,11999
1080,Sell,500,11998.5
1081,Sell,50,11996.5
1082,Sell,131,11990.5
1083,Sell,440,11990
1084,Sell,100000,11989
1085,Sell,100,11988
1086,Sell,445,11987
1087,Sell,60315,11980
1088,Sell,1536,11979.5
1089,Sell,90,11978
1090,Sell,100,11977
1091,Sell,166,11976
1092,Sell,150,11975
1093,Sell,35,11974.5
1094,Sell,128,11974
1095,Sell,30,11973
1096,Sell,500,11969
1097,Sell,50,11968
1098,Sell,234,11967
1099,Sell,825,11960.5
1100,Sell,1000,11959.5
1101,Sell,2000,11958
1102,Sell,50,11956
1103,Sell,115,11955.5
1104,Sell,500,11955
1105,Sell,50,11951.5
1106,Sell,2000,11950.5
1107,Sell,525,11950
1108,Sell,10000,11949
1109,Sell,50,11947
1110,Sell,100,11946
1111,Sell,100,11939
1112,Sell,2000,11936
1113,Sell,108,11935
1114,Sell,127,11932
1115,Sell,200,11929
1116,Sell,233,11923
1117,Sell,4000,11922
1118,Sell,50,11921
1119,Sell,500,11915
1120,Sell,2000,11913.5
1121,Sell,666,11911
1122,Sell,112,11910.5
1123,Sell,500,11907
1124,Sell,50,11904
1125,Sell,7363,11900
1126,Sell,21000,11899
1127,Sell,6158,11898
1128,Sell,18131,11897
1129,Sell,58,11894
1130,Sell,600,11892
1131,Sell,397,11890
1132,Sell,50,11889
1133,Sell,10900,11888
1134,Sell,150000,11885
1135,Sell,1800,11880
1136,Sell,1232,11879
1137,Sell,50,11875
1138,Sell,1000,11874
1139,Sell,200,11870.5
1140,Sell,10000,11864.5
1141,Sell,50,11863
1142,Sell,6135,11857
1143,Sell,50,11854
1144,Sell,58,11853
1145,Sell,530,11850
1146,Sell,126,11847
1147,Sell,1000,11844
1148,Sell,5000,11843.5
1149,Sell,1000,11842
1150,Sell,10000,11841
1151,Sell,5000,11835
1152,Sell,338,11834
1153,Sell,24,11830
1154,Sell,825,11823
